日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
0706,L262542,B 類,,OP-145,,製造,順發,125,80.31
0628,L269598,C 類,合格,OP-108,,製造,大宏,123,6.63
6月6日,L263966,B 類,待處理,OP-126,待確認,品保,大宏,42,78.43
0603,L265816,A 類,已結案,OP-146,,品保,永利,65,56.47
7月14日,L264955,B 類,,OP-147,待確認,製造,永利,9,84.96
2026/6/24,L267147,B 類,不合格,OP-121,,資材,順發,95,70.78
2026/7/12,L268894,其他,不合格,OP-132,,研發,大宏,238,52.63
0605,L263616,C 類,,OP-144,,製造,捷欣,64,19.35
7月13日,L260826,其他,合格,OP-147,已回報,研發,順發,110,34.75
2026/7/16,L262625,C 類,已結案,OP-120,,品保,永利,158,29.17
0728,L265691,B 類,,OP-135,,研發,力鋼,199,12.88
2026/6/8,L267012,C 類,待處理,OP-137,已回報,資材,永利,208,78.92
7月21日,L267957,A 類,,OP-129,,資材,東昇,228,53.67
2026/7/2,L262857,C 類,已結案,OP-110,已回報,品保,捷欣,178,78.39
0608,L264149,A 類,,OP-117,已回報,營運,東昇,208,80.42
2026/6/28,L262030,其他,待處理,OP-132,已回報,營運,捷欣,186,92.59
6月1日,L261580,C 類,不合格,OP-123,,研發,永利,5,10.55
6月21日,L261039,其他,已結案,OP-144,待確認,製造,大宏,44,90.93
7月19日,L261096,A 類,,OP-125,,品保,捷欣,127,30.18
0723,L266043,C 類,不合格,OP-115,,研發,永利,183,17.61
0723,L263749,其他,待處理,OP-112,,營運,力鋼,154,45.16
0709,L262956,其他,已結案,OP-146,,製造,順發,88,49.01
0629,L269261,A 類,合格,OP-113,,品保,捷欣,239,88.26
6月11日,L266585,C 類,待處理,OP-132,,品保,順發,62,24.32
2026/6/17,L269195,其他,,OP-137,,營運,永利,192,25.22
0721,L266881,其他,待處理,OP-134,,製造,順發,10,5.07
2026/7/2,L265961,B 類,待處理,OP-124,,資材,捷欣,84,94.7
7月22日,L262111,其他,待處理,OP-145,待確認,製造,大宏,136,93.81
6月26日,L265792,C 類,合格,OP-129,,製造,捷欣,188,48.67
0709,L268397,C 類,待處理,OP-129,,製造,永利,177,81.24
6月10日,L262269,A 類,不合格,OP-110,已回報,資材,大宏,229,92.41
2026/6/14,L262727,A 類,待處理,OP-121,,資材,永利,81,30.87
2026/6/28,L261772,B 類,合格,OP-117,待確認,品保,順發,227,87.3
2026/7/14,L261481,C 類,不合格,OP-125,,研發,力鋼,203,61.76
6月16日,L267254,C 類,,OP-107,,營運,捷欣,31,34.38
7月1日,L263124,B 類,不合格,OP-107,已回報,品保,大宏,79,95.74
6月28日,L264191,其他,不合格,OP-101,已回報,製造,捷欣,239,19.87
2026/6/1,L265627,其他,不合格,OP-136,,營運,大宏,100,77.73
2026/7/18,L266760,其他,不合格,OP-106,待確認,製造,捷欣,167,53.54
2026/7/27,L262224,C 類,合格,OP-144,已回報,研發,東昇,128,95.17
0601,L267119,C 類,合格,OP-143,,營運,捷欣,44,19.18
2026/7/27,L268913,A 類,已結案,OP-137,,營運,永利,41,50.75
0604,L260097,A 類,已結案,OP-104,待確認,研發,永利,176,95.78
0607,L263157,C 類,,OP-128,,研發,順發,103,54.48
7月4日,L269274,C 類,不合格,OP-130,待確認,營運,捷欣,211,54.19
2026/7/27,L269880,A 類,待處理,OP-120,,營運,捷欣,19,59.26
7月5日,L267981,A 類,,OP-126,,營運,順發,154,73.25
0713,L269496,B 類,合格,OP-121,已回報,研發,捷欣,153,84.34
2026/7/4,L267621,B 類,,OP-124,,營運,大宏,43,30.91
0706,L264884,其他,,OP-113,,研發,力鋼,44,66.94
6月4日,L268866,A 類,不合格,OP-103,,製造,大宏,229,29.73
2026/6/21,L263944,C 類,已結案,OP-123,,資材,東昇,184,37.51
7月19日,L264934,C 類,合格,OP-106,待確認,品保,捷欣,2,31.35
0628,L263116,A 類,不合格,OP-103,,製造,永利,227,14.33
0715,L262996,B 類,,OP-142,待確認,營運,捷欣,182,74.34
2026/6/17,L262017,其他,合格,OP-117,,資材,大宏,221,86.03
0615,L266940,A 類,待處理,OP-145,,研發,捷欣,16,59.78
7月29日,L264587,B 類,待處理,OP-106,已回報,研發,東昇,185,50.42
0728,L267729,其他,待處理,OP-130,已回報,製造,力鋼,14,35.46
2026/6/16,L263485,A 類,不合格,OP-121,已回報,製造,順發,38,43.08
0703,L262147,其他,合格,OP-101,,品保,東昇,74,86.4
2026/7/5,L261459,A 類,已結案,OP-109,,製造,捷欣,58,89.3
0612,L265080,A 類,待處理,OP-117,已回報,資材,力鋼,87,29.82
7月5日,L269015,其他,,OP-132,,營運,大宏,82,71.57
2026/7/24,L261815,其他,,OP-105,待確認,營運,大宏,182,13.74
7月12日,L266523,A 類,合格,OP-131,,品保,東昇,130,66.69
7月12日,L260290,B 類,不合格,OP-108,,品保,大宏,147,24.07
2026/6/20,L267149,B 類,,OP-146,待確認,品保,永利,208,78.79
7月23日,L267414,其他,待處理,OP-148,,營運,力鋼,234,33.79
